entityid,entityname,principaladdress1,principaladdress2,principalcity,principalstate,principalzipcode,principalcountry,mailingaddress1,mailingaddress2,mailingcity,mailingstate,mailingzipcode,mailingcountry,entitystatus,jurisdictonofformation,entitytype,agentfirstname,agentmiddlename,agentlastname,agentsuffix,agentorganizationname,agentprincipaladdress1,agentprincipaladdress2,agentprincipalcity,agentprincipalstate,agentprincipalzipcode,agentprincipalcountry,agentmailingaddress1,agentmailingaddress2,agentmailingcity,agentmailingstate,agentmailingzipcode,agentmailingcountry,entityformdate
20051465184,"Wildcat Dairy, LLC",24268 MCR 21,,Fort Morgan,CO,80701,US,,,,,,,Good Standing,CO,DLLC,Edward,John,Wilgenburg,,,24268 MCR 21,,Fort Morgan,CO,80701,US,401 Main St Unit 1,,Longmont,CO,80501,US,12/14/2005
20051469488,"Hillrose Dairy, LLC",25026 County Road 36,,Hillrose,CO,80733,US,,,,,,,Good Standing,CO,DLLC,Hendrik,J.C.,Binnendyk,,,25026 County Road 36,,Hillrose,CO,80733,US,25026 County Road 36,,Hillrose,CO,80733,US,12/19/2005
20051471211,"Morning Sun Dairy LLC, Dissolved July 26, 2021",3115 W 12th Street Rd,,Greeley,CO,80634,US,,,,,,,Voluntarily Dissolved,CO,DLLC,Amanda,,Hanscome,,,26174 Weld County Road 42,,Kersey,CO,80644,US,,,,,,,01/01/2006
20061019752,"El Grande Dairy Products, Inc., Delinquent July 1, 2007",1650 Tower Road,,Aurora,CO,80011,US,,,,,,,Delinquent,CO,DPC,Aldo,,Castillo,,,3637 Larson Avenue,,Evans,CO,80620,US,,,,,,,01/12/2006
20061061913,KLASEEN DAIRY LLC,12504 2900 Rd,,Hotchkiss,CO,81419,US,,,,,,,Good Standing,CO,DLLC,FREDRICK,J,KLASEEN,,,12504 2900 Rd,,Hotchkiss,CO,81419,US,,,,,,,02/10/2006
20061064030,"Van Maanen Dairy, Inc., Delinquent July 1, 2014",37746 WCR 65,,Galeton,CO,80622,US,,,,,,,Delinquent,CO,DPC,Edwin,Lee,Van Maanen,,,37746 WCR 65,,Galeton,CO,80622,US,,,,,,,02/11/2006
20061066372,"PODTBURG & SONS DAIRY, LLC",12673 County Road 66,,Greeley,CO,80631,US,,,,,,,Good Standing,CO,DLLC,Jeff,Carl,Podtburg,,,32501 WCR 27,,"Greeley, CO",CO,80631,US,12673 County Road 66,,Greeley,CO,80631,US,02/13/2006
20061069633,"Stinar Dairy, LLC, Delinquent August 1, 2012",28850 WCR 46,,Kersey,CO,80644,US,,,,,,,Delinquent,CO,DLLC,Stinar,R,Shane,,,2521 15th Ave Ct,,Greeley,CO,80631.,US,,,,,,,02/15/2006
20061070923,"Monte Vista Dairy, LLC",30984 County Road 61,,Gill,CO,80624,US,PO Box 220,,Gill,CO,80624,US,Good Standing,CO,DLLC,Evelyn,,Tevelde,,,30984 County Road 61,,Gill,CO,80624,US,PO Box 220,,Gill,CO,80624,US,02/16/2006
20061105248,"2006 Quail Ridge Dairy, LLC, Delinquent August 1, 2016",15960 Road 21,,Fort Morgan,CO,80701,US,,,,,,,Delinquent,CO,DLLC,Mary,L.,Kraft,,,15960 Road 21,,Fort Morgan,CO,80701,US,,,,,,,03/10/2006
20061137144,"DREIM DAIRY LLC, Delinquent April 1, 2011",10954 COUNTY RD 149,,MATHESON,CO,80830-9413,US,,,,,,,Delinquent,CO,DLLC,STEPHEN,L,PEISTER,,,c/o ACCTNG & FINANCIAL SVCS INC,11031 S PIKES PEAK DR #101,PARKER,CO,80138,US,,,,,,,03/31/2006
20061147488,"The Dairy Hut LLC, Delinquent October 1, 2007",456 Cedar Street,,Deer Trail,CO,80105,US,P.O Box 39,,Bennett,CO,80102,US,Delinquent,CO,DLLC,Darren,,Mettee,Mr.,,41728 Way of Patience,,Deer Trail,CO,80102,US,P.O. Box 39,,Bennett,CO,80102,US,04/05/2006
20061165969,"Shamrock Dairy Services, LLC, Delinquent October 1, 2007",233 S. Madison Ave,,Loveland,CO,80537,US,2152 Blue Wing Dr,,Johnstown,CO,80534,US,Delinquent,CO,DLLC,James,J,Sullivan,Mr,,233 S. Madison Ave,,Loveland,CO,80537,US,2152 Blue Wing Dr,,Johnstown,CO,80534,US,04/19/2006
20061192010,"Dairy Clean, LLC, Dissolved December 6, 2007",5326 West A Street,,Greeley,CO,80634,US,P.O. Box 336400,,Greeley,CO,80633,US,Voluntarily Dissolved,CO,DLLC,Denis,,Brunk,,,5326 West A Street,,Greeley,CO,80634,US,,,,,,,05/11/2006
20061249429,"Homestead Dairy, LLC, Delinquent December 1, 2007",35100 CNTY RD SS,,WILEY,CO,81092,US,,,,,,,Delinquent,CO,DLLC,CURTIS,B,TEMPEL,,,35100 CNTY RD SS,,WILEY,CO,81092,US,,,,,,,06/16/2006
20061266302,LEPRINO FOODS DAIRY PRODUCTS COMPANY,1830 W 38th Ave,,Denver,CO,80211-2200,US,,,,,,,Good Standing,CO,DPC,,,,,Corporation Service Company,1900 W Littleton Blvd,,Littleton,CO,80120-2023,US,1830 W 38th Ave,,Denver,CO,80211-2225,US,07/25/2006
20061287326,"BOS Dairy, LLC, Dissolved October 21, 2009",27906 WCR 388,,Kersey,CO,80644,US,27906 WCR 388,,Kersey,CO,80644,US,Voluntarily Dissolved,CO,DLLC,Scott,R.,Cockroft,,,27906 WCR 388,,Kersey,CO,80644,US,,,,,,,07/14/2006
20061293672,"Starbuck Dairy Homeowners' Association, Inc.",8122 County Rd 120,,Salida,CO,81201,US,1208 C Street,,Salida,CO,81201,US,Good Standing,CO,DNC,,,,,"Stotler & Young, P.C.",1208 C Street,,SALIDA,CO,81201,US,"STOTLER & YOUNG, P.C",1208 C ST,Salida,CO,81201,US,07/18/2006
20061311173,"Horizon Organic Dairy, LLC",1 Maple Ave,,White Plains,NY,10605,US,,,,,,,Good Standing,Delaware,FLLC,,,,,Corporate Creations Network Inc.,155 E. Boardwalk #490,,Fort Collins,CO,80525,US,,,,,,,07/31/2006
20061354897,MILE HIGH DAIRY L.L.C.,15339 Weld County Road 5,,Longmont,CO,80504,US,15339 Weld County Road 5,,Longmont,CO,80504,US,Good Standing,CO,DLLC,Wesley,R,Bangma,,,15339 Weld County Road 5,,Longmont,CO,80504,US,,,,,,,08/29/2006
20061365560,"Dairy Holdings of Texas, LLC, Dissolved October 23, 2006","1401 Walnut Street, Suite 500",,Boulder,CO,80302,US,1401 Walnut Street,Suite 500,Boulder,CO,80302,US,Voluntarily Dissolved,CO,DLLC,Lee,F.,Sachnoff,,,"370 17th Street, Suite 5350",,Denver,CO,80202,US,,,,,,,09/07/2006
20061399065,"The Billy the Kid Dairy,LLC, Delinquent July 1, 2009",15865 Alta Plaza Circle,,Peyton,CO,80831,US,,,,,,,Delinquent,CO,DLLC,Andrew,Glenn,Townsend,,,15865 Alta Plaza Circle,,Peyton,CO,80831,US,,,,,,,01/01/2007
20061433030,"Coldwater Dairy, LLC",1919 14th Street,Suite 300,Boulder,CO,80302,US,,,,,,,Good Standing,CO,DLLC,Lee,F.,Sachnoff,,,2001 16th St Ste 1800,Kutak Rock LLP,Denver,CO,80202,US,,,,,,,10/23/2006
20061456017,"R & K Dairy Inc, Delinquent May 1, 2008",19467 WCR 18,,Fort Lupton,CO,80621,US,P O Box 567,,Hudson,CO,80642,US,Delinquent,CO,DPC,Robert,,Strack,,,19467 WCR 18,,Fort Lupton,CO,80621,US,P O Box 567,,Fort Lupton,CO,80642,US,11/07/2006
20061498076,"NATURE'S WAY DAIRY LLC, Dissolved March 23, 2011",17171 WCR 22,,FT LUPTON,CO,80621,US,P O Box 659,,Hudson,CO,80642,US,Voluntarily Dissolved,CO,DLLC,George,Trent,Cook,,,20500 WCR 24,,Hudson,CO,80642,US,PO Box 659,,Hudson,CO,80642,US,12/06/2006
20061525102,"Dairy Herd Analysts, Delinquent June 1, 2012",34290 WCR 55,,Gill,CO,80624,US,P.O. Box 204,,LaSalle,CO,80645,US,Delinquent,CO,DLLC,Zach,Israel,Monaghan,,,34290 WCR 55.,,Gill,CO,80624,US,P.O. Box 204,,LaSalle,CO,80645,US,12/26/2006
20071010116,"SUIZA DAIRY GROUP, LLC, Delinquent June 1, 2021",2711 N. Haskell Avenue,,Dallas,TX,75204,US,,,,,,,Delinquent,Delaware,FLLC,,,,,C T Corporation System,7700 E Arapahoe Rd Ste 220,,Centennial,CO,80112-1268,US,,,,,,,01/08/2007
20071034257,"Espress-OH at the Dairy LLC, Delinquent July 1, 2010",2590 Walnut St,,Boulder,CO,80302,US,1560 Greenbriar Blvd,,Boulder,CO,80305,US,Delinquent,CO,DLLC,Susanna,,Block,,,1560 Greenbriar Ct,,Boulder,CO,80305,US,,,,,,,01/22/2007
20071045572,"De La Chiva Dairy, LLC",2915 67th Ave Apt 203,,Greeley,CO,80634,US,2915 67th Ave Apt 203,,Greeley,CO,80634,US,Good Standing,CO,DLLC,Kathryn,Ann,Doty,,,2915 67th Ave Apt 203,,Greeley,CO,80634,US,2915 67th Ave Apt 203,,Greeley,CO,80634,US,01/26/2007
20071067510,"South College Dairy Queen, LLC",1805 S College Ave,,Fort Collins,CO,80525,US,PO Box 471,,Fort Collins,CO,80522,US,Good Standing,CO,DLLC,michelle,,chavez,,,3220 Michelle Ln,,Fort Collins,CO,80525,US,,,,,,,02/08/2007
20071091391,"LAZ EWE 2 BAR GOAT DAIRY, LLC",10530 County Road 15,,Del Norte,CO,81132,US,,,,,,,Good Standing,CO,DLLC,Jennifer,A.,Knoblauch,,,10530 County Road 15,,Del Norte,CO,81132,US,,,,,,,02/22/2007
20071098107,"Colorado Dairy Testing Services, LLC, Delinquent August 1, 2010",34290 WCR 55,,Gill,CO,80624,US,P.O. Box 226,,Gill,CO,80624,US,Delinquent,CO,DLLC,Pamela,J,Heidenreich,,,34290 WCR 55,,Gill,CO,80624,US,P.O. Box 226,,Gill,CO,80624,US,02/26/2007
20071268771,"TV DAIRY, LLC",7678 County Road 17,,Fort Lupton,CO,80621,US,,,,,,,Good Standing,CO,DLLC,,,,,"TV DAIRY, LLC",7678 County Road 17,,Fort Lupton,CO,80621,US,7678 County Road 17,,Fort Lupton,CO,80621,US,06/06/2007
20071270256,"Second Wind Dairy, LLC",24502 County Road 13,,Johnstown,CO,80534,US,,,,,,,Good Standing,CO,DLLC,Bruce,A,Wind,,,24502 County Road 13,,Johnstown,CO,80534,US,24502 County Road 13,,Johnstown,CO,80534,US,06/07/2007
20071286187,"PHILPOTT GOAT DAIRY LLC, Dissolved December 26, 2023",4234 Road 15 1/2,,Otto,WY,82434-6702,US,,,,,,,Voluntarily Dissolved,CO,DLLC,Vallorie,,Philpott,,,503 N Main St Ste 740,,Pueblo,CO,81003-3143,US,,,,,,,06/19/2007
20071308570,"Brown Cow Dairy, LLC, Delinquent January 1, 2010",3766 Vale View Lane,,Mead,CO,80542,US,P.O. Box 40,,Mead,CO,80542,US,Delinquent,CO,DLLC,George,H.,Ottenhoff,,,355 Eastman Park Drive,Suite 200,Windsor,CO,80550,US,,,,,,,07/02/2007
20071346447,"Charisma Farms Dairy, LLC, Delinquent December 1, 2019",6017 N Glade Road,,Loveland,CO,80538,US,,,,,,,Delinquent,CO,DLLC,Sean,D.,Rutledge,,,4412 W. Eisenhower Blvd,,Loveland,CO,80537,US,,,,,,,07/27/2007
20071358679,"Standard Dairy Consultants, LLC",11823 Arbor Street,Suite 100,Omaha,NE,68144,US,PO Box 3844,,Omaha,NE,68103,US,Good Standing,Nebraska,FLLC,,,,,"REGISTERED AGENT SOLUTIONS, INC.",36 SOUTH 18TH AVENUE,SUITE D,BRIGHTON,CO,80601,US,,,,,,,08/03/2007
20071498832,"Roberts Dairy Company, LLC, Colorado Authority Relinquished May 15, 2014",1133 East Kearney,,Springfield,MO,65803,US,,,,,,,Withdrawn,IL,FLLC,,,,,,,,,,,,,,,,,,10/30/2007
20071539667,"Heritage Dairy, LLC",5101 County Road 32,,Yuma,CO,80759,US,PO Box 146,,Yuma,CO,80759,US,Good Standing,CO,DLLC,Erick,,Farmer,,,5098 Old Post Rd,,Yuma,CO,80759,US,PO Box 146,PO Box 146,Yuma,CO,80759,US,11/28/2007
20071548207,"New Frontier Dairy, LLC, Delinquent June 1, 2012",23343 NW CR 236,,High Springs,FL,32643,US,,,,,,,Delinquent,CO,DLLC,,,,,,,,,,,,,,,,,,12/03/2007
20071575528,"Aurora Organic Dairy Foundation, Dissolved February 29, 2012",1401 Walnut Street,Suite 500,Boulder,CO,80302,US,1401 Walnut Street,Suite 500,Boulder,CO,80302,US,Voluntarily Dissolved,CO,DNC,Lee,F.,Sachnoff,,,370 Seventeenth Street,Suite 5350,Denver,CO,80202,US,,,,,,,12/14/2007
20081093832,"Advanced Dairy Service, Inc.",18999 County Road 39,,La Salle,CO,80645,US,1461 43rd St Unit 1,,Evans,CO,80620,US,Good Standing,CO,DPC,Rudy,S.,Vanderwal,,,18999 County Road 39,,La Salle,CO,80645,US,1461 43rd St Unit 1,,Evans,CO,80620,US,02/15/2008
20081150305,"Nightingale Dairy Consulting, LLC, Dissolved February 23, 2014",5745 Pineview Court,,Windsor,CO,80550,US,16003 CR 1820,,Lubbock,TX,79424,US,Voluntarily Dissolved,CO,DLLC,Cameron,,Nightingale,,,5745 Pineview Court,,Windsor,CO,80550,US,,,,,,,03/19/2008
20081158566,"Cottonwood Creek Dairy, Dissolved June 17, 2013",15264 CR 350,,Buena Vista,CO,81211,US,,,,,,,Voluntarily Dissolved,CO,DLLC,Amy,Elizabeth,McMillin,,,15264 CR 350,,Buena Vista,CO,81211,US,,,,,,,03/24/2008
20081202061,"The Dairy, LLC",22950 East Long Drive,,Aurora,CO,80016,US,,,,,,US,Good Standing,CO,DLLC,Karen,J,Meyer,,,237 Hillside Drive,,Silverthorne,CO,80498,US,22950 East Long Drive,,Aurora,CO,80016,US,04/11/2008
20081292014,"dairy inc., Dissolved October 22, 2019",56551 E. Colfax Ave. A,,Strasburg,CO,80136,US,PO Box 5,,Kiowa,CO,80117,US,Voluntarily Dissolved,CO,DPC,Terry,D,Lisco,,,PO Box 5,,Kiowa,CO,80117,US,Po Box 5,,Kiowa,CO,80117,US,05/29/2008
20081478948,"Pheasant Hills Dairy, LLC, Dissolved April 6, 2011",1105 WCR 53,,Keenesburg,CO,80643,US,1105 WCR 53,,KEENESBURG,CO,80643,US,Voluntarily Dissolved,CO,DLLC,William,,DeGroot,,,1105 WCR 53,,Keenesburg,CO,80643,US,,,,,,,09/08/2008
20081565389,"Galeton Dairy Land Company, LLC",37430 County Road 51,,Eaton,CO,80615,US,PO Box 336758,,Greeley,CO,80633,US,Good Standing,CO,DLLC,Michael,Chandler,Faulkner,,,37430 County Road 51,,Eaton,CO,80615,US,PO Box 336758,,Greeley,CO,80633,US,10/27/2008
20081594753,"Dairy Production Systems - Georgia LLC, Delinquent April 1, 2013",23343 NW CR 236,,High Springs,FL,32643,US,,,,,,,Delinquent,CO,DLLC,,,,,"REGISTERED AGENT SOLUTIONS, INC.",36 South 18th Avenue,Suite D,Brighton,CO,80601,US,,,,,,,11/11/2008
20081597107,"Western Dairy Transport, L.L.C.",910 Shelton Dr,,Cabool,MO,65689,US,,,,,,,Good Standing,DE,FLLC,,,,,Corporation Service Company,1900 W Littleton Blvd,,Littleton,CO,80120,US,,,,,,,11/12/2008
20081599299,"Legend Development Group Adams Dairy, LLC, Delinquent May 1, 2012",5150 E. Yale Cir,#400,Denver,CO,80222,US,,,,,,,Delinquent,CO,DLLC,,,,,"LDG, LLC",5150 E. Yale Cir,#400,Denver,CO,80222,US,,,,,,,11/13/2008
20081614180,"Capering Goat Dairy, LLC",5012 Valhalla Dr,,Boulder,CO,80301,US,,,,,,,Good Standing,CO,DLLC,Margaret,A.W.,Hollander,,,5012 Valhalla Dr,,Boulder,CO,80301,US,,,,,,,11/24/2008
20081661199,"Avalanche Farm and Dairy, LLC, Dissolved April 25, 2024",1280 S Ute Ave Ste 7,,Aspen,CO,81611,US,,,,,,,Voluntarily Dissolved,CO,DLLC,Wendy,J.,Mitchell,,,1280 S Ute Ave Ste 7,,Aspen,CO,81611,US,,,,,,,12/23/2008
20081666316,"Cody's Dairy, LLC, Dissolved April 7, 2015",757 Cielo Azul  A3,,Alamosa,CO,81101,US,757 Cielo Azul  A3,,Alamosa,CO,81101,US,Voluntarily Dissolved,CO,DLLC,Pat,,Cody,,,3588 E. CR 3 South,,Monte Vista,CO,81144,US,,,,,,,01/01/2009
20091036976,Sugar Hill Dairy LLC,26174 County Road 42,,Kersey,CO,80644,US,26630 County Road 42,,Kersey,CO,80644,US,Good Standing,CO,DLLC,Steven,H,Edstrom,,,26174 County Road 42,,Kersey,CO,80644,US,26630 County Road 42,,Kersey,CO,80644,US,01/18/2009
20091088485,"Marcellina Dairy, LLC",8806 Cottonwood Ln,,Hotchkiss,CO,81419,US,,,,,,,Good Standing,CO,DLLC,Roswell,,Checketts,,,8806 Cottonwood Ln,,Hotchkiss,CO,81419,US,,,,,,,02/10/2009
20091120506,Colorado Dairy Women,4249 County Road 32,,Mead,CO,80504,US,,,,,,,Good Standing,CO,DNC,,,,,Colorado Dairy Women,4249 County Road 32,,Mead,CO,80504,US,4249 County Road 32,,Mead,CO,80504,US,02/27/2009
20091140941,"Dairy Cow Testers, LLC, Dissolved January 17, 2018",15651 WCR 108,,Nunn,CO,80648,US,15651 WCR 108,,Nunn,CO,8068,US,Voluntarily Dissolved,CO,DLLC,Sherri,Renee,Rouse,,,15651 WCR 108,,Nunn,CO,80648,US,,,,,,,03/09/2009
20091151469,JONES DAIRY FARM,800 Jones Ave,,Fort Atkinson,WI,53538,US,PO Box 808,,Fort Atkinson,WI,53538,US,Good Standing,WISCONSIN,FPC,,,,,C T Corporation System,7700 E Arapahoe Rd Ste 220,,Centennial,CO,80112,US,,,,,,,03/13/2009
20091153002,"Nickol's Dairy dba Hillside Wholesome Milk Products LLC, Delinquent September 1, 2010",2406 West 11th street,,Pueblo,CO,81003,US,Po Box 11040,,Pueblo,CO,81001,US,Delinquent,CO,DLLC,Brandon,Alan,Karle,,,3203 Gem Drive,,Pueblo,CO,81005,US,Po Box 11040,,Pueblo,CO,81001,US,03/14/2009
20091225958,"Mongolian Dairy llc, Dissolved June 10, 2019",3050 S Roslyn St,,Denver,CO,80231,US,,,,,,,Voluntarily Dissolved,CO,DLLC,James,,Selkin,,,3050 S Roslyn St,,Denver,CO,80231,US,,,,,,,04/22/2009
20091233691,ROSSI DAIRY PRODUCE LLC,3208 County Road 49,,Hudson,CO,80642,US,,,,,,,Noncompliant,CO,DLLC,ANITA,,ROSSI,,,3208 County Road 49,,Hudson,CO,80642,US,,,,,,,04/27/2009
20091363714,PICO DAIRY LLC,2252 S County Road 7,,Loveland,CO,80537,US,,,,,,,Good Standing,CO,DLLC,John,J.,Van Hattem,,,2252 S County Road 7,,Loveland,CO,80537,US,,,,,,,07/08/2009
20091446697,"4D Dairy LLC, Dissolved June 19, 2012",4513 Weld County Road 32,,Longmont,CO,80504,US,1441 Weld County  Road 28,,Longmont,CO,80504,US,Voluntarily Dissolved,CO,DLLC,James,C,Docheff,,,1441 Weld County Road 28,,Longmont,CO,80504,US,,,,,,,08/21/2009
20091468783,"Hanscome Dairy, LLC",23429 County Road 1,,Berthoud,CO,80513,US,,,,,,,Good Standing,CO,DLLC,Julie,,Hanscome,,,23429 County Road 1,,Berthoud,CO,80513,US,,,,,,,09/01/2009
20091535248,"Mile High Dairy & Ingredients, Inc., Dissolved April 12, 2012",1160 Ivy Street,,Denver,CO,80220,US,,,,,,,Voluntarily Dissolved,CO,DPC,,,,,"Folkestad Fazekas Barrick & Patoile, P.C.",Attn: Ernest F. Fazekas II,"18 South Wilcox Street, Suite 200",Castle Rock,CO,80104,US,,,,,,,11/23/2009
20091583972,"River Edge Dairy and Farm, LLC",6741 Highway 140,,Hesperus,CO,81326,US,,,,,,,Good Standing,CO,DLLC,Ronald,LeRoy,Gillen,,,6588 Highway 140,,Hesperus,CO,81326,US,6741 Hwy 140,,Hesperus,CO,81326,US,11/04/2009
20101090299,"Platteville Dairy, LLC",1919 14th Street,Suite 300,Boulder,CO,80302,US,,,,,,,Good Standing,CO,DLLC,Lee,F.,Sachnoff,,,2001 16th St Ste 1800,Kutak Rock LLP,Denver,CO,80202,US,,,,,,,02/12/2010
20101090316,"High Plains Dairy, LLC",1919 14th Street,Suite 300,Boulder,CO,80302,US,,,,,,,Good Standing,CO,DLLC,Lee,F.,Sachnoff,,,2001 16th St Ste 1800,Kutak Rock LLP,Denver,CO,80202,US,,,,,,,02/12/2010
20101090362,"Pepper Dairy, LLC",1919 14th Street,Suite 300,Boulder,CO,80302,US,,,,,,,Good Standing,CO,DLLC,Lee,F.,Sachnoff,,,2001 16th St Ste 1800,Kutak Rock LLP,Denver,CO,80202,US,,,,,,,02/12/2010
20101175311,"Aurora Organic Dairy Holdings, LLC","1919 14th Street, Suite 300",,Boulder,CO,80302,US,,,,,,,Good Standing,Delaware,FLLC,Lee,F.,Sachnoff,,,2001 16th St Ste 1800,Kutak Rock LLP,Denver,CO,80202,US,,,,,,,03/24/2010
20101334815,"Moon Hill Dairy LLC, Delinquent October 1, 2020",25490 CR 52E,,Steamboat Springs,CO,80477,US,PO Box 771676,,Steamboat Springs,CO,80477,US,Delinquent,CO,DLLC,John,L,Weibel,,,1088 Uncochief Cir,,Steamboat Springs,CO,80477,US,PO Box 771676,,Steamboat Springs,CO,80477,US,06/11/2010
20101366292,"Lazy V 7 Dairy, LLC, Dissolved June 1, 2023",20500 WCR 24,,Hudson,CO,80642,US,20500 CR 24,PO Box 375,Hudson,CO,80642,US,Voluntarily Dissolved,CO,DLLC,George,T,Cook,,,20500 WCR 24,,Hudson,CO,80642,US,20500 CR 24,PO Box 375,Hudson,CO,80642,US,06/29/2010
20101430376,"Windkist Dairy LLC, Delinquent January 1, 2020",2400 Fourmile Creek Rd.,,Hartsel,CO,80449,US,PO Box 250,,Hartsel,CO,80449,US,Delinquent,CO,DLLC,Dennis,A.,Kist,,,2400 Fourmile Creek Rd.,,Hartsel,CO,80449,US,PO Box 250,,Hartsel,CO,80449,US,08/02/2010
20101467420,"Fruition Farms Dairy & Creamery LLP, Withdrawn January 24, 2024",4250 Milwaukee St,,Denver,CO,80216,US,4250 Milwaukee Street,,Denver,CO,80216,US,Withdrawn,CO,GP,Alexander,R,Seidel,,,2108 S Nile St,,Denver,CO,80228,US,4250 Milwaukee St,,Denver,CO,80216,US,08/20/2010
20101520784,"J & M DAIRY LLC, Delinquent April 1, 2021",3055 County Road 129,,Hesperus,CO,81326,US,,,,,,,Delinquent,CO,DLLC,James,L,Graham,,,3055 County Road 129,,Hesperus,CO,81326,US,,,,,,,09/20/2010
20101529572,"Peaches & Cream Dairy, LLC, Dissolved February 27, 2013",526 36 Rd.,,Palisade,CO,81526,US,,,,,,,Voluntarily Dissolved,CO,DLLC,Heather,F,Kyle,,,526 36 Rd,,Palisade,CO,81526,US,,,,,,,09/24/2010
20101544075,"CFH Dairy Real Estate-Florida I, LLC, Dissolved October 28, 2020","4600 Wells Fargo Center,90 S 7th St",,Minneapolis,MN,55402,US,,,,,,,Voluntarily Dissolved,CO,DLLC,,,,,"CFH Management, LLC",2595 Canyon Blvd. #420,,Boulder,CO,80302,US,2595 Canyon Blvd.,Suite 420,Boulder,CO,80302,US,10/01/2010
20101544093,"CFH Dairy Real Estate-Florida II, LLC, Dissolved October 28, 2020",4600 Wells Fargo Center,90 S 7th St.,Minneapolis,MN,55402,US,,,,,,,Voluntarily Dissolved,CO,DLLC,,,,,"CFH Management, LLC",2595 Canyon Blvd. #420,,Boulder,CO,80302,US,2595 Canyon Blvd.,Suite 420,Boulder,CO,80302,US,10/01/2010
20101544107,"RK Adams Dairy Landing LLC, Dissolved December 22, 2023",55 Madison St.,Suite 635,Denver,CO,80206,US,,,,,,,Voluntarily Dissolved,CO,DLLC,Stuart,G,Rifkin,,,"55 Madison St., Suite 635",,Denver,CO,80206,US,"1873 S, Leyden St.",,DENVER,CO,80224,US,10/01/2010
20101544110,"American Dairyco-Florida, LLC, Dissolved October 28, 2020","4600 Wells Fargo Center,90 S 7th St",,Minneapolis,MN,55402,US,,,,,,,Voluntarily Dissolved,CO,DLLC,,,,,"CFH Management, LLC",2595 Canyon Blvd. #420,,Boulder,CO,80302,US,,,,,,,10/01/2010
20101544124,"American Dairyco-Georgia, LLC, Dissolved October 28, 2020","4600 Wells Fargo Center,90 S 7th St",,Minneapolis,MN,55402,US,,,,,,,Voluntarily Dissolved,CO,DLLC,,,,,"CFH Management, LLC",2595 Canyon Blvd. #420,,Boulder,CO,80302,US,,,,,,,10/01/2010
20101544143,"CFH Dairy Real Estate-Mississippi, LLC, Dissolved November 2, 2017",2595 Canyon Blvd. #420,,Boulder,CO,80302,US,4600 Wells Fargo Center,90 South 7th Street,Minneapolis,MN,55402,US,Voluntarily Dissolved,CO,DLLC,,,,,"CFH Management, LLC",2595 Canyon Blvd. #420,,Boulder,CO,80302,US,2595 Canyon Blvd.,Suite 420,Boulder,CO,80302,US,10/01/2010
20101544155,"American Dairyco-Mississippi, LLC, Dissolved November 2, 2017",2595 Canyon Blvd. #420,,Boulder,CO,80302,US,4600 Wells Fargo Center,90 South 7th Street,Minneapolis,MN,55402,US,Voluntarily Dissolved,CO,DLLC,,,,,"CFH Management, LLC",2595 Canyon Blvd. #420,,Boulder,CO,80302,US,,,,,,,10/01/2010
20101544177,"CFH Dairy Real Estate-Texas, LLC, Dissolved December 12, 2017",4600 WELLS FARGO CENTER,90 SOUTH 7TH STREET,MINNEAPOLIS,MN,55402,US,,,,,,,Voluntarily Dissolved,CO,DLLC,,,,,"CFH Management, LLC",2595 Canyon Blvd. #420,,Boulder,CO,80302,US,2595 Canyon Blvd.,Suite 420,Boulder,CO,80302,US,10/01/2010
20101544193,"American Dairyco-Texas, LLC, Dissolved December 12, 2017",4600 WELLS FARGO CENTER,90 SOUTH 7TH STREET,MINNEAPOLIS,MN,55402,US,,,,,,,Voluntarily Dissolved,CO,DLLC,,,,,"CFH Management, LLC",2595 Canyon Blvd. #420,,Boulder,CO,80302,US,,,,,,,10/01/2010
20101655880,"Dairy Land Holding, LLC, Delinquent May 1, 2018",4410 Turnberry Crescent,,Pueblo,CO,81001,US,,,,,,,Delinquent,CO,DLLC,,,,,Ambler & Keenan LLC,950 S. Cherry St.,Ste. 1650,Denver,CO,80246,US,,,,,,,12/02/2010
20101682820,"Kasee Dairy, LLP",2192 Birdie Dr,,Milliken,CO,80543,US,,,,,,,Good Standing,CO,DLLP,Michael,Paul,Katsampes,,,2192 Birdie Dr,,Milliken,CO,80543,US,,,,,,,12/16/2010
20111006067,"Bella Daisy Dairy, Delinquent July 1, 2012",3393 Orchard Drive,,LaPorte,CO,80535,US,223 Linden St.,Ste. 204,Fort Collins,CO,80524,US,Delinquent,CO,DLLC,Mary,Leslie,Patterson,,,3393 Orchard Drive,,LaPorte,CO,80535,US,223 Linden St.,Ste. 204,Fort Collins,CO,80524,US,01/04/2011
20111126963,NWI Dairy Group Health LLC,9451 N State Road 10,,Demotte,IN,46310,US,,,,,,,Good Standing,"Jasper County, Indiana",FLLC,Lee,,Parriera,,,7999 MCR Q,,Wiggins,CO,80654,US,,,,,,,03/01/2011
20111309158,"DOS PICO'S DAIRY, LLC, Dissolved May 27, 2011",2252 S. COUNTY ROAD 7,,LOVELAND,CO,80537,US,2252 S. COUNTY ROAD 7,,LOVELAND,CO,80537,US,Voluntarily Dissolved,CO,DLLC,JOHN,J.,VAN HATTEM,,,2252 S. COUNTY ROAD 7,,LOVELAND,CO,80537,US,,,,,,,05/27/2011
